,prefix,lr,bsz,dev_performance,test_performance
0,codah_32_100,0.5,8,0.2549019607843137,0.17077294685990338
1,codah_32_100,0.4,8,0.28,0.17316017316017313
2,codah_32_100,0.3,8,0.30612244897959184,0.17627365356622995
3,codah_32_100,0.2,8,0.20754716981132076,0.1562920823370984
4,codah_32_100_best,0.3,8,0.30612244897959184,0.17627365356622995
5,codah_32_13,0.5,8,0.23076923076923078,0.16648609606356085
6,codah_32_13,0.4,8,0.23076923076923078,0.18555188852218554
7,codah_32_13,0.3,8,0.20754716981132076,0.16470167917113254
8,codah_32_13,0.2,8,0.23076923076923078,0.18854850474106488
9,codah_32_13_best,0.5,8,0.23076923076923078,0.16648609606356085
10,codah_32_21,0.5,8,0.23076923076923078,0.15796947106851258
11,codah_32_21,0.4,8,0.20754716981132076,0.15100316789862725
12,codah_32_21,0.3,8,0.20754716981132076,0.15037593984962405
13,codah_32_21,0.2,8,0.18518518518518517,0.16330145235565
14,codah_32_21_best,0.5,8,0.23076923076923078,0.15796947106851258
15,codah_32_42,0.5,8,0.23076923076923078,0.13819444444444443
16,codah_32_42,0.4,8,0.3333333333333333,0.14131944444444447
17,codah_32_42,0.3,8,0.18518518518518517,0.14150943396226415
18,codah_32_42,0.2,8,0.20754716981132076,0.14350400557297108
19,codah_32_42_best,0.4,8,0.3333333333333333,0.14131944444444447
20,codah_32_87,0.5,8,0.2549019607843137,0.18425825172288718
21,codah_32_87,0.4,8,0.23076923076923078,0.17204301075268819
22,codah_32_87,0.3,8,0.23076923076923078,0.18214936247723132
23,codah_32_87,0.2,8,0.2549019607843137,0.1745860331173506
24,codah_32_87_best,0.5,8,0.2549019607843137,0.18425825172288718
