,prefix,lr,bsz,dev_performance,test_performance
0,dbpedia_14_16_100,0.5,8,0.11418854288869028,0.03027165306873727
1,dbpedia_14_16_100,0.4,8,0.12388041525089125,0.12118876549341548
2,dbpedia_14_16_100,0.3,8,0.04189618431104499,0.019079645983489796
3,dbpedia_14_16_100,0.2,8,0.037658256262907426,0.01948443397682699
4,dbpedia_14_16_100_best,0.4,8,0.12388041525089125,0.12118876549341548
5,dbpedia_14_16_13,0.5,8,0.09979791679566793,0.048749475079801805
6,dbpedia_14_16_13,0.4,8,0.13523449094251444,0.08214825385149863
7,dbpedia_14_16_13,0.3,8,0.06527782971164364,0.032748262963571126
8,dbpedia_14_16_13,0.2,8,0.05389257540714198,0.04069283831127665
9,dbpedia_14_16_13_best,0.4,8,0.13523449094251444,0.08214825385149863
10,dbpedia_14_16_21,0.5,8,0.1124374549494396,0.07195221131042279
11,dbpedia_14_16_21,0.4,8,0.1428958904135817,0.07541340300350106
12,dbpedia_14_16_21,0.3,8,0.06779912420716597,0.056223879256170076
13,dbpedia_14_16_21,0.2,8,0.0864716736897188,0.03711488319864279
14,dbpedia_14_16_21_best,0.4,8,0.1428958904135817,0.07541340300350106
15,dbpedia_14_16_42,0.5,8,0.09434787731153906,0.04296494461549955
16,dbpedia_14_16_42,0.4,8,0.06585430096347127,0.04829049124699908
17,dbpedia_14_16_42,0.3,8,0.049682401295304525,0.020691063809299554
18,dbpedia_14_16_42,0.2,8,0.03546050560975934,0.031099724739139252
19,dbpedia_14_16_42_best,0.5,8,0.09434787731153906,0.04296494461549955
20,dbpedia_14_16_87,0.5,8,0.10713119255799486,0.09775536900252035
21,dbpedia_14_16_87,0.4,8,0.03940196768362518,0.01913996913550258
22,dbpedia_14_16_87,0.3,8,0.08722693562111832,0.021353196606421095
23,dbpedia_14_16_87,0.2,8,0.07531642373747638,0.05857441770216292
24,dbpedia_14_16_87_best,0.5,8,0.10713119255799486,0.09775536900252035
